City Claim #,Date Of Accident,Claim Status,Last Close Date,Dept/division,Category,Cause,NOC Demand,Paid Bi,Paid Pd
15-0974-001,2/19/2016,F,6/27/2016,Police-Inv/VCB-FIB-Drug Enf-OCB-Prop Cri,Leased/Rented,U-Turn,"4,550.02",0.00,0.00
15-0974-002,2/19/2016,F,11/1/2016,Police-Inv/VCB-FIB-Drug Enf-OCB-Prop Cri,Leased/Rented,U-Turn,"1,001.13",0.00,951.13
15-0975-001,5/4/2016,F,6/8/2016,Street- Traffic Ops/Invest/Sign-Stripe,Operations,Tar/Paint/Oil,299.99,0.00,0.00
15-0976-001,5/16/2016,F,6/9/2016,Street- Southeast Maint Dist,Operations,Tar/Paint/Oil,160.00,0.00,160.00
15-0978-001,5/20/2016,F,7/21/2016,Pub Wks- Solid Waste Field Services East,Refuse/Garbage,Struck Fixed Object,"1,209.44",0.00,"1,209.44"
15-0979-001,1/8/2016,F,2/23/2017,Human Svcs - Senior Svcs/Centers,Professional E&O,Other,,0.00,0.00
15-0980-001,12/7/2015,F,5/26/2016,Transit- Admin/Bus Shelters-Benches,Employment,Wrongful Termination,"1,654,709.25",0.00,0.00
15-0982-001,4/13/2016,F,6/17/2016,Street- Central Maintenance Dist,Operations,"Maint. of St., Sidewalks, Rights-of-way",273.78,0.00,268.95
15-0983-001,4/4/2016,F,6/28/2016,Police- Admin/Fiscal-Mgt Svcs/Prof Stds,Police Vehicle,Push/Tow Vehicle,"2,003.29",0.00,"1,843.29"
15-0984-001,1/15/2016,F,6/1/2016,Transit-First Transit-West Facility,Bus 21-75,Turning,"150,000.00",0.00,0.00
15-0985-001,3/25/2016,F,6/2/2016,Fire- Admin/EMS/CAD-Alarm/Safety,EMS/Ambulance,Lane Change/Pass,60.00,0.00,60.00
15-0986-001,4/20/2016,F,6/2/2016,Pub Wks- Solid Waste Field Services East,Refuse/Garbage,Struck Fixed Object,730.33,0.00,730.33
15-0987-001,5/26/2016,F,7/19/2016,Parks- Northeast Division,Operations,"Maint. of St., Sidewalks, Rights-of-way","1,000.00",0.00,477.20
15-0988-001,5/18/2016,F,8/10/2016,Water Distrib - Cave Creek Yard,Operations,Water Main Break,475.00,0.00,475.00
15-0989-001,4/5/2016,F,6/2/2016,Non-City Claim,Non-City,Non-City Claim,"15,671.40",0.00,0.00
15-0990-001,5/13/2016,F,6/7/2016,Street- Southeast Maint Dist,Operations,Tar/Paint/Oil,650.00,0.00,0.00
15-0991-001,3/30/2016,F,6/15/2016,Fire Battalion 6,Fire/EMS Operations,Damage to Property/Injury to Persons,250.00,0.00,0.00
15-0992-001,5/10/2016,F,6/28/2016,Parks- Northeast Division,Premises,Maint. of Equipment,242.60,0.00,242.60
15-0994-001,12/9/2015,F,6/2/2016,Transit- MV Trans-Contract/Dial-Ride/ALE,Van 10-20 Passenger,Failure to Yield,"80,000.00",0.00,0.00
15-0995-001,5/4/2016,F,9/28/2016,Water Distrib - Morten Yard,Operations,Missing/Hit Cover,"50,000.00",500.00,0.00
15-0996-001,5/26/2016,F,6/20/2016,Pub Wks- Solid Waste Field Services West,Refuse/Garbage,Struck Fixed Object,67.70,0.00,67.70
15-0997-001,7/18/2015,F,6/7/2016,Police- Cactus Park Precinct 900,Law Enforcement,Excessive Force,"2,500,000.00",0.00,0.00
15-0998-001,12/5/2015,F,6/3/2016,Non-City Claim,Non-City,Non-City Claim,"2,500,000.00",0.00,0.00
15-0999-001,5/6/2016,F,6/29/2016,Aviation- Sky Harbor Airport/Terminals,Premises,Maint. Building/Premises,602.83,0.00,0.00
15-1001-001,5/26/2016,F,10/5/2018,Police- Squaw Peak Precinct 700,Law Enforcement,Violate Civil Rights,"7,000,000.00",0.00,0.00
15-1002-001,4/21/2016,F,7/8/2016,Water Distrib - Reservoir Yard,Light Truck,Struck Fixed Object,481.88,0.00,400.00
15-1003-001,2/16/2016,F,9/29/2017,Police- Squaw Peak Precinct 700,Law Enforcement,Violate Civil Rights,,0.00,0.00
15-1004-001,3/4/2016,F,8/4/2017,Police- Admin/Fiscal-Mgt Svcs/Prof Stds,Law Enforcement,Failure/Negligent Investigation,,0.00,0.00
15-1006-001,5/31/2016,F,6/17/2016,Street- Central Maintenance Dist,Operations,Missing/Hit Cover,"1,802.30",0.00,"1,282.30"
15-1007-001,12/13/2015,F,3/13/2019,Parks- Northeast Division,Operations,"Maint. of St., Sidewalks, Rights-of-way","330,000.00","25,000.00",0.00
15-1008-001,5/31/2016,F,8/22/2016,Street- Southwest Maint Dist,Operations,Missing/Hit Cover,"1,038.40",0.00,"1,016.56"
15-1009-001,5/26/2016,F,6/23/2016,Water Distrib - Corona Yard,Operations,Water Main Break,800.00,0.00,0.00
15-1010-001,5/19/2016,F,10/11/2016,Pub Wks- Solid Waste Field Services Nort,Refuse/Garbage,Mechanical Failure,"2,576.04",0.00,0.00
15-1011-001,4/20/2016,F,10/10/2016,Golf - All Golf Courses/Pros/Golf Ball Hits,Premises,Golf Course Related,"10,337.88",0.00,0.00
15-1012-001,6/5/2016,F,12/21/2016,Police- Admin/Fiscal-Mgt Svcs/Prof Stds,Police Vehicle,Failure to Yield,"4,085.07",0.00,"5,547.15"
15-1014-001,6/8/2016,F,9/27/2016,Pub Wks- Solid Waste Field Services Nort,Refuse/Garbage,Mechanical Failure,"3,867.08",0.00,0.00
15-1014-002,6/7/2016,F,8/31/2016,Pub Wks- Solid Waste Field Services Nort,Refuse/Garbage,Mechanical Failure,"4,572.10",0.00,0.00
15-1015-001,6/10/2016,F,10/27/2016,Water Distrib - Reservoir Yard,Light Truck,Turning,"9,388.12",0.00,"4,694.06"
15-1016-001,3/22/2016,F,7/1/2016,Pub Wks- Solid Waste Field Services Sout,Refuse/Garbage,Struck Fixed Object,"1,159.48",0.00,0.00
15-1017-001,12/23/2015,F,9/29/2017,Street- Traffic Ops/Invest/Sign-Stripe,Operations,Negligent Design,"500,000.00","8,000.00",0.00
15-1017-002,12/23/2015,F,9/29/2017,Street- Southeast Maint Dist,Operations,Negligent Design,"500,000.00","1,000.00",0.00
15-1017-003,12/23/2015,F,9/29/2017,Street- Southeast Maint Dist,Operations,Negligent Design,"500,000.00","1,000.00",0.00
15-1018-001,5/23/2016,F,6/22/2016,Transit- Phoenix Transit-Contract,Bus 21-75,Other,,0.00,0.00
15-1018-002,5/23/2016,F,8/18/2016,Transit- Phoenix Transit-Contract,Bus 21-75,Turning,"6,699.95",0.00,0.00
15-1019-001,11/20/2015,F,6/14/2016,Water Distrib - Corona Yard,Operations,Maint. of Equipment,"26,991.68",0.00,0.00
15-1020-001,12/17/2015,F,2/6/2017,Street- Traffic Ops/Invest/Sign-Stripe,Operations,Maint. of Equipment,"10,000,000.00",0.00,0.00
15-1020-002,12/17/2015,F,6/14/2016,Street- Traffic Ops/Invest/Sign-Stripe,Operations,Maint. of Equipment,"10,000,000.00",0.00,0.00
15-1022-001,6/11/2016,F,11/28/2016,WSD- Wastewater Collection -  Blue Stake/Sewer Backups,Operations,Sewer Backup,,0.00,"3,992.31"
15-1023-001,2/17/2016,F,9/7/2016,Water Distrib - Corona Yard,Light Truck,Failure to Yield,"9,791.09",0.00,"4,895.55"
15-1023-002,2/17/2016,F,9/5/2018,Water Distrib - Corona Yard,Light Truck,Failure to Yield,"50,000.00","20,000.00",0.00
15-1024-001,6/2/2016,F,3/22/2017,Pub Wks- Solid Waste Field Services East,Refuse/Garbage,Backing,"63,172.68",0.00,"18,600.00"
15-1025-001,5/12/2016,F,7/7/2016,Police- Desert Horizon Precinct 600,Police Vehicle,Struck Fixed Object,"1,085.59",0.00,"1,085.59"
15-1026-001,6/9/2016,F,8/9/2016,Street- Southwest Maint Dist,Operations,Pot Hole,"1,114.30",0.00,0.00
15-1027-001,6/7/2016,F,8/8/2016,Pub Wks- Solid Waste Field Services East,Refuse/Garbage,Lane Change/Pass,"1,000.00",0.00,727.95
15-1028-001,5/31/2016,F,9/14/2016,Street- Southwest Maint Dist,Operations,Pot Hole,600.00,0.00,0.00
15-1029-001,3/3/2016,F,10/24/2016,Street- Southwest Maint Dist,Operations,"Maint. of St., Sidewalks, Rights-of-way","161,000.00",0.00,0.00
15-1030-001,5/26/2016,F,10/31/2016,Street- Central Maintenance Dist,Operations,Damage to Property/Injury to Persons,867.17,0.00,0.00
15-1032-001,5/27/2016,F,6/30/2016,Street- Central Maintenance Dist,Operations,Damage to Property/Injury to Persons,200.00,0.00,0.00
15-1033-001,6/6/2016,F,9/27/2016,Pub Wks- Solid Waste Field Services Sout,Refuse/Garbage,Struck Fixed Object,"6,556.05",0.00,0.00
15-1034-001,6/7/2016,F,7/13/2016,Pub Wks- Solid Waste Field Services West,Refuse/Garbage,Struck Fixed Object,"1,500.00",0.00,"1,484.20"
15-1035-001,6/10/2016,F,8/9/2016,Street- Southwest Maint Dist,Operations,Pot Hole,912.70,0.00,0.00
15-1036-001,5/25/2016,F,6/24/2016,Water Distrib - Cave Creek Yard,Operations,Water Main Break,300.00,0.00,300.00
15-1037-001,6/7/2016,F,12/19/2017,Water Distrib - Reservoir Yard,Operations,Water Main Break,"2,237.53",0.00,0.00
15-1038-001,6/16/2016,F,10/5/2016,Pub Wks- Solid Waste Field Services East,Refuse/Garbage,Struck Fixed Object,652.48,0.00,"2,647.68"
15-1039-001,5/31/2016,F,7/19/2016,Pub Wks- Solid Waste Field Services East,Refuse/Garbage,Struck Fixed Object,761.65,0.00,742.00
15-1040-001,6/16/2016,F,10/26/2016,Pub Wks- Solid Waste Field Services Nort,Operations,Change Meter,,0.00,0.00
15-1041-001,5/24/2016,F,10/11/2016,Police- Admin/Fiscal-Mgt Svcs/Prof Stds,Police Vehicle,Failure to Yield,,0.00,"12,501.17"
15-1041-002,5/24/2016,F,12/19/2018,Police- Admin/Fiscal-Mgt Svcs/Prof Stds,Police Vehicle,Failure to Yield,"600,000.00","5,000.00",0.00
15-1041-003,5/24/2016,F,4/5/2019,Police- Admin/Fiscal-Mgt Svcs/Prof Stds,Police Vehicle,Failure to Yield,"250,000.00","15,000.00",0.00
15-1043-001,4/25/2016,F,6/21/2016,Police- Central City Precinct 500,Police Vehicle,Struck Fixed Object,717.95,0.00,867.95
15-1045-001,12/22/2015,F,6/20/2016,Transit- Phoenix Transit-Contract,Bus 21-75,Fall Inside Vehicle,"5,000,000.00",0.00,0.00
15-1045-002,12/22/2015,F,6/20/2016,Transit- Phoenix Transit-Contract,Bus 21-75,Fall Inside Vehicle,"1,000,000.00",0.00,0.00
15-1046-001,5/31/2016,O,,Police - Northern Precinct 200,Police Vehicle,Failure to Yield,"5,000,000.00",0.00,0.00
15-1046-002,5/31/2016,F,10/20/2016,Police - Northern Precinct 200,Police Vehicle,Collide with Pedestrian,"5,000,000.00",0.00,0.00
15-1046-003,5/31/2016,F,10/20/2016,Police - Northern Precinct 200,Police Vehicle,Collide with Pedestrian,"5,000,000.00",0.00,0.00
15-1047-001,5/21/2016,F,7/13/2016,Police - Estrella Mountain Precinct 300,Law Enforcement,Forced Entry,"13,500.00",0.00,0.00
15-1048-001,6/15/2016,F,8/11/2016,Pub Wks- Solid Waste Field Services West,Refuse/Garbage,Struck Fixed Object,200.06,0.00,0.00
15-1051-001,6/1/2016,F,7/7/2016,WSD- Wtr Customer Svcs/Meter Shop,Operations,Water Service Related,685.00,0.00,685.00
15-1053-001,6/14/2016,F,7/7/2016,Pub Wks- Solid Waste Field Services Sout,Refuse/Garbage,Struck Fixed Object,"2,181.82",0.00,0.00
15-1055-001,6/4/2016,F,9/1/2016,Street- Southwest Maint Dist,Operations,Pot Hole,494.00,0.00,314.00
15-1056-001,6/20/2016,F,7/5/2016,Street- Southeast Maint Dist,Operations,"Maint. of St., Sidewalks, Rights-of-way","2,934.11",0.00,0.00
15-1057-001,6/20/2016,F,10/4/2016,Pub Wks- Solid Waste Field Services East,Light Truck,Struck Fixed Object,"1,200.00",0.00,797.52
15-1058-001,12/30/2015,F,1/4/2018,Aviation- Sky Harbor Airport/Terminals,Premises,Elevator/Escalator,"50,000.00",0.00,0.00
15-1059-001,6/13/2016,F,7/12/2016,Street- Central Maintenance Dist,Operations,Pot Hole,623.00,0.00,436.22
15-1060-001,6/12/2016,F,12/28/2016,Street- North Maint Dist,Operations,"Maint. of St., Sidewalks, Rights-of-way",202.95,0.00,202.95
15-1061-001,6/2/2016,F,7/27/2016,Water Distrib - Morten Yard,Operations,"Maint. of St., Sidewalks, Rights-of-way",290.64,0.00,275.64
15-1062-001,12/31/2015,F,7/15/2016,Parks- Natural Resources/Rio Salado/At-Risk Youth/Adaptive Rec,Light Truck,Lane Change/Pass,"1,000.00",0.00,974.84
15-1063-001,6/2/2016,F,6/28/2016,Street- Southeast Maint Dist,Operations,Pot Hole,"2,800.12",0.00,0.00
15-1064-001,3/11/2016,F,8/24/2016,Aviation- Sky Harbor Airport/Terminals,Bus 21-75,Lane Change/Pass,"15,000.00",0.00,0.00
15-1065-001,4/7/2016,F,1/12/2017,Water Distrib - Reservoir Yard,Light Truck,Struck Fixed Object,"4,622.73",0.00,"3,487.27"
15-1066-001,6/8/2016,F,6/28/2016,Non-City Claim,Non-City,Non-City Claim,346.00,0.00,0.00
15-1067-001,4/10/2016,F,7/7/2016,Police-Tactcl/Air/SAU/Bomb/K-9/Dntown Op,Law Enforcement,Excessive Force,"300,000.00",0.00,0.00
15-1068-001,6/19/2016,F,7/12/2016,Street- North Maint Dist,Operations,Pot Hole,646.48,0.00,646.48
15-1068-002,6/19/2016,F,7/12/2016,Street- North Maint Dist,Operations,Pot Hole,854.42,0.00,854.42
15-1069-001,2/29/2016,F,9/22/2016,Water Distrib - Reservoir Yard,Operations,Excavation Related,"1,192.44",0.00,0.00
15-1070-001,5/2/2016,F,8/9/2016,Pub Wks- Solid Waste Field Services East,Operations,Damage by Mobile Equipment,755.00,0.00,755.00
15-1071-001,6/7/2016,F,7/14/2016,Street- Southwest Maint Dist,Operations,Negligent Design,"3,280.00",0.00,0.00
15-1072-001,1/28/2016,F,7/29/2016,Police- Central City Precinct 500,Police Vehicle,Struck Fixed Object,304.21,0.00,304.21
15-1074-001,12/28/2015,F,12/14/2016,CED- Adm/USAir Arena/Busin & Workfrc Develp,Premises,Maint. of Equipment,"750,000.00",0.00,0.00
15-1076-001,4/19/2016,F,7/12/2016,Housing-Convntl Housing/Modernizatn Prog,Light Truck,Rear End,"2,425.00",0.00,0.00
15-1077-001,3/23/2016,F,8/26/2016,Police-Inv/VCB-FIB-Drug Enf-OCB-Prop Cri,Law Enforcement,Auto Theft Related,510.50,0.00,260.00
15-1078-001,5/23/2016,F,7/19/2016,Pub Wks- Solid Waste Field Services East,Refuse/Garbage,Struck Fixed Object,"1,035.00",0.00,"1,035.00"
15-1079-001,4/27/2016,F,7/20/2016,Police- Central City Precinct 500,Light Truck,Lane Change/Pass,335.15,0.00,335.15
15-1080-001,5/24/2016,F,8/2/2016,WSD- Wastewater Collection -  Blue Stake/Sewer Backups,Operations,Damage by Mobile Equipment,850.00,0.00,751.37
15-9000-003,9/11/2015,F,9/15/2015,Finance-Adm/Pur/RM/Tax/Trea/Acct/Real Es,Contract Dispute,Purchasing Contract,"2,800,000.00",0.00,0.00
15-9001-001,10/22/2015,F,11/17/2015,NSD- Neighborhood Preservation,Other,Other,,0.00,0.00
15-9002-001,9/13/2015,F,5/3/2016,Planning-Commer Bldg Plan Rev/Insp/Elevatr In,Public Officials,Negligent Plan Approval,,0.00,0.00
15-9003-001,10/21/2015,F,7/10/2018,Planning-Civil-Site Svcs Develpmt Projects/ROW/Util Cut,Public Officials,Negligent Plan Approval,,0.00,0.00
15-9004-001,12/14/2015,F,7/26/2016,Planning-Commer Bldg Plan Rev/Insp/Elevatr In,Public Officials,Negligent Plan Approval,,0.00,0.00
15-9005-001,12/3/2015,F,12/20/2018,Planning - PLANNING/MS/IS/Historic Pres,Public Officials,Negligent Plan Approval,,0.00,0.00
15-9005-002,12/3/2015,F,1/25/2016,Planning - PLANNING/MS/IS/Historic Pres,Public Officials,Negligent Plan Approval,,0.00,0.00
15-9005-003,12/3/2015,F,1/21/2016,Planning - PLANNING/MS/IS/Historic Pres,Public Officials,Negligent Plan Approval,,0.00,0.00
15-9005-004,12/3/2015,F,1/21/2016,Planning - PLANNING/MS/IS/Historic Pres,Public Officials,Negligent Plan Approval,,0.00,0.00
15-9005-005,12/3/2015,F,1/21/2016,Planning - PLANNING/MS/IS/Historic Pres,Public Officials,Negligent Plan Approval,,0.00,0.00
15-9006-001,2/4/2016,F,9/19/2016,Planning - PLANNING/MS/IS/Historic Pres,Public Officials,Negligent Plan Approval,,0.00,0.00
15-9007-001,2/26/2016,O,,Street-Admin/Tech & Support Svcs,Public Officials,Public Officials Liability,,0.00,0.00
15-9007-002,2/26/2016,F,5/25/2016,Street-Admin/Tech & Support Svcs,Public Officials,Public Officials Liability,,0.00,0.00
15-9009-001,3/5/2016,F,6/7/2018,Planning - PLANNING/MS/IS/Historic Pres,Public Officials,Negligent Plan Approval,,0.00,0.00
15-9010-001,2/3/2016,F,9/7/2017,City Council- Admin,Public Officials,Public Officials Liability,,0.00,0.00
15-9011-001,6/13/2016,R,8/22/2018,Police- Admin/Fiscal-Mgt Svcs/Prof Stds,Law Enforcement,911 Operations,,0.00,0.00
15-9011-002,6/13/2016,F,7/1/2016,Police- Admin/Fiscal-Mgt Svcs/Prof Stds,Law Enforcement,911 Operations,,0.00,0.00
15-9011-003,6/13/2016,F,7/1/2016,Police- Admin/Fiscal-Mgt Svcs/Prof Stds,Law Enforcement,911 Operations,,0.00,0.00
15-9011-004,6/13/2016,F,7/1/2016,Police- Admin/Fiscal-Mgt Svcs/Prof Stds,Law Enforcement,911 Operations,,0.00,0.00
16-0000-001,3/7/2016,F,8/2/2016,Pub Wks- Solid Waste Field Services East,Refuse/Garbage,Struck Fixed Object,,0.00,398.00
16-0001-001,6/30/2016,F,8/9/2016,Water Distrib - Corona Yard,Operations,Water Main Break,,0.00,0.00
16-0002-001,3/13/2016,F,8/22/2016,Aviation- Sky Harbor Airport/Terminals,Other Entity,Non-City,"2,536.50",0.00,0.00
16-0003-001,6/24/2016,F,7/28/2016,Pub Wks- Solid Waste Field Services Nort,Refuse/Garbage,Falling Load/Rock,,0.00,856.20
16-0005-001,1/1/2016,R,12/7/2016,Aviation- Sky Harbor Airport/Terminals,Law Enforcement,False Arrest,"1,000,000.00",0.00,0.00
16-0005-002,1/1/2016,R,12/7/2016,Aviation- Sky Harbor Airport/Terminals,Law Enforcement,False Arrest,"1,000,000.00",0.00,0.00
16-0006-001,5/9/2016,F,8/9/2016,Street- Southeast Maint Dist,Operations,Pot Hole,511.22,0.00,691.96
16-0007-001,4/27/2016,F,8/2/2016,Street- Southwest Maint Dist,Operations,Pot Hole,"1,321.67",0.00,0.00
16-0008-001,6/15/2016,F,7/28/2016,Pub Wks- Solid Waste Field Services Sout,Operations,Damage to Property/Injury to Persons,"1,089.46",0.00,0.00
16-0009-001,6/7/2016,F,7/6/2016,Street- Southeast Maint Dist,Operations,Pot Hole,"1,154.12",0.00,0.00
16-0010-001,6/7/2016,F,12/6/2018,Police- Desert Horizon Precinct 600,Police Vehicle,Failure to Yield,"4,912.58",0.00,"3,500.00"
16-0010-002,6/7/2016,F,3/9/2018,Police- Desert Horizon Precinct 600,Police Vehicle,Rear End,"6,527.46",0.00,"7,697.66"
16-0010-003,6/7/2016,F,3/13/2019,Police- Desert Horizon Precinct 600,Police Vehicle,Rear End,"877,100.40",0.00,0.00
16-0011-001,6/10/2016,F,7/21/2016,Wastewtr Engineering & Construction Mgt,Operations,Missing/Hit Cover,220.02,0.00,220.02
16-0011-002,6/10/2016,F,7/21/2016,Wastewtr Engineering & Construction Mgt,Operations,Missing/Hit Cover,"2,486.19",0.00,"2,486.19"
16-0011-003,6/10/2016,F,10/25/2016,Wastewtr Engineering & Construction Mgt,Operations,Missing/Hit Cover,"4,621.00",0.00,"4,464.58"
16-0012-001,5/28/2016,F,7/21/2016,Street- Southwest Maint Dist,Operations,Debris/Object in Road,"2,106.55",0.00,0.00
16-0013-001,1/6/2016,F,9/14/2016,Street- Central Maintenance Dist,Operations,Signal Malfunction,"175,000.00",0.00,0.00
16-0014-001,6/27/2016,F,7/12/2016,Pub Wks- Solid Waste Field Services West,Operations,Damage by Mobile Equipment,400.00,0.00,0.00
16-0015-001,6/29/2016,F,8/9/2016,Street- Southwest Maint Dist,Operations,Missing/Hit Cover,600.00,0.00,754.68
16-0016-001,6/9/2016,F,8/11/2016,Parks- Downtown Division,Premises,Maint. Building/Premises,"2,377.99",0.00,0.00
16-0017-001,5/19/2016,F,8/24/2016,Pub Wks- Solid Waste Field Services East,Operations,Damage to Property/Injury to Persons,"1,000.00",0.00,873.28
16-0018-001,1/17/2016,F,8/22/2016,Aviation- Sky Harbor Airport/Terminals,Law Enforcement,"Care, Custody, Control",63.00,0.00,0.00
16-0019-001,6/28/2016,F,8/12/2016,Pub Wks- Solid Waste Field Services East,Operations,Damage by Mobile Equipment,"1,000.00",0.00,338.98
16-0020-001,1/15/2016,F,6/7/2018,Police- Squaw Peak Precinct 700,Police Vehicle,Rear End,"75,000.00","10,000.00",0.00
16-0021-001,4/27/2016,F,7/22/2016,WSD- Wtr Customer Svcs/Meter Shop,Operations,Water Service Related,"5,500.00",0.00,0.00
16-0022-001,6/21/2016,F,7/22/2016,Parks-SpecOps/Aquatcs/Forest/Cityw Sport,Operations,Overhanging Tree,655.34,0.00,655.34
16-0024-001,6/20/2016,F,7/27/2016,Street- North Maint Dist,Operations,Pot Hole,498.16,0.00,498.16
16-0025-001,1/10/2016,F,9/27/2016,Street- North Maint Dist,Operations,Vision Obstruction,"2,000,000.00",0.00,0.00
16-0026-001,5/9/2016,F,8/31/2016,Aviation- Sky Harbor Airport/Terminals,Premises,Maint. Building/Premises,"2,406.95",0.00,0.00
16-0028-001,4/14/2016,F,8/10/2016,Pub Wks- Downtown-Metro Facil Mgt/Parkin,Light Truck,Rear End,"14,195.92","2,091.49",0.00
16-0028-002,4/14/2016,F,3/10/2017,Pub Wks- Downtown-Metro Facil Mgt/Parkin,Light Truck,Rear End,"11,778.47",0.00,"12,411.06"
16-0029-001,5/26/2016,F,9/27/2016,Street- Prev Maint/St Cleaning/Flooding,Medium/Heavy,Falling Load/Rock,"1,000.00",0.00,"2,637.65"
16-0034-001,1/16/2016,F,7/12/2016,Street- North Maint Dist,Operations,Damage to Property/Injury to Persons,"1,000,000.00",0.00,0.00
16-0034-002,1/16/2016,F,7/12/2016,Street- North Maint Dist,Operations,Damage to Property/Injury to Persons,"150,000.00",0.00,0.00
16-0035-001,4/10/2016,F,9/21/2016,Parks- Northwest Division,Light Truck,Rear End,"11,600.00",0.00,0.00
16-0036-001,1/27/2016,F,8/30/2016,Police-Tactcl/Air/SAU/Bomb/K-9/Dntown Op,Police Vehicle,Lane Change/Pass,"3,600,000.00",0.00,0.00
16-0037-001,1/10/2016,F,8/4/2016,Police- Central City Precinct 500,Law Enforcement,False Arrest,"2,000,000.00",0.00,0.00
16-0037-002,1/10/2016,F,8/4/2016,Police- Central City Precinct 500,Law Enforcement,False Arrest,"125,000.00",0.00,0.00
16-0038-001,8/17/2015,F,7/12/2016,Non-City Claim,Other,Other,,0.00,0.00
16-0039-001,3/16/2016,F,8/9/2016,Water Distrib - Corona Yard,Operations,Water Hammer,"6,398.30",0.00,0.00
16-0040-001,6/19/2016,F,7/20/2016,Street- North Maint Dist,Operations,"Maint. of St., Sidewalks, Rights-of-way",947.00,0.00,0.00
16-0042-001,6/27/2016,F,7/29/2016,Police-Tactcl/Air/SAU/Bomb/K-9/Dntown Op,Law Enforcement,Damage to Property,850.00,0.00,850.00
16-0046-001,5/24/2016,F,7/28/2016,Water Distrib - Corona Yard,Operations,Excavation Related,"6,317.38",0.00,0.00
16-0047-001,6/28/2016,F,8/10/2016,Water Distrib - Reservoir Yard,Operations,Change Meter,755.34,0.00,755.34
16-0049-001,6/30/2016,F,7/19/2016,Street- Southwest Maint Dist,Operations,Construction Area,166.19,0.00,0.00
16-0050-001,6/28/2016,F,7/28/2016,Parks- Northeast Division,Operations,Overhanging Tree,"3,100.19",0.00,0.00
16-0051-001,6/10/2016,F,8/26/2016,Police- Admin/Fiscal-Mgt Svcs/Prof Stds,Police Vehicle,Backing,963.88,0.00,"1,113.88"
16-0052-001,12/6/2015,F,7/19/2016,Fire Battalion 3,Fire Apparatus,Failure to Yield,"2,603.95",0.00,0.00
16-0052-003,12/6/2015,F,11/3/2016,Fire Battalion 3,Fire Apparatus,Failure to Yield,"17,950.00",0.00,0.00
16-0052-004,12/6/2015,F,11/3/2016,Fire Battalion 3,Fire Apparatus,Failure to Yield,"22,000.00",0.00,0.00
16-0052-005,12/6/2015,F,7/18/2019,Fire Battalion 3,Fire Apparatus,Failure to Yield,"150,000.00","15,000.00",0.00
16-0052-006,12/6/2015,F,7/18/2019,Fire Battalion 3,Fire Apparatus,Failure to Yield,"2,000,000.00","60,000.00",0.00
16-0052-007,12/6/2015,F,7/18/2019,Fire Battalion 3,Fire Apparatus,Failure to Yield,"150,000.00","15,000.00",0.00
16-0052-008,12/6/2015,F,11/15/2019,Fire Battalion 3,Fire Apparatus,Failure to Yield,"2,000,000.00","102,725.00",0.00
16-0054-001,1/19/2016,F,9/26/2017,Street-Planning-Design & Prog-Street Lit,Operations,"Maint. of St., Sidewalks, Rights-of-way","31,800.00","7,500.00",0.00
16-0055-001,5/11/2016,F,8/25/2016,Police- Cactus Park Precinct 900,Law Enforcement,Forced Entry,687.00,0.00,0.00
16-0056-001,5/26/2016,F,8/26/2016,Street- North Maint Dist,Operations,Missing/Hit Cover,700.96,0.00,0.00
16-0058-001,6/22/2016,F,8/18/2016,Pub Wks- Solid Waste Field Services Sout,Operations,Damage by Mobile Equipment,"5,000.00",0.00,480.00
16-0059-001,1/22/2016,F,6/8/2017,Street- Southwest Maint Dist,Operations,Missing/Hit Cover,"3,000.00","2,625.00",0.00
16-0059-002,1/22/2016,F,4/17/2017,Street- Southwest Maint Dist,Operations,Missing/Hit Cover,"10,000.00","5,500.00",0.00
16-0063-001,6/8/2016,F,8/3/2016,Pub Wks- Solid Waste Field Services East,Medium/Heavy,Rear End,"3,989.00",0.00,0.00
16-0064-001,4/15/2016,F,9/14/2016,Police- Desert Horizon Precinct 600,Police Vehicle,Struck Fixed Object,200.00,0.00,0.00
16-0066-001,5/16/2016,F,8/4/2016,Pub Wks- Solid Waste Field Services Sout,Refuse/Garbage,Struck Fixed Object,300.00,0.00,0.00
16-0067-001,6/7/2016,F,8/10/2016,Police- S. Mountain Precinct 400,Police Vehicle,Failure to Yield,"5,537.90",0.00,"5,806.38"
16-0067-002,6/7/2016,F,2/10/2017,Police- S. Mountain Precinct 400,Light Truck,Failure to Yield,"6,599.83","2,500.00",0.00
16-0071-001,4/15/2016,F,8/2/2016,Water Distrib - Reservoir Yard,Operations,Change Meter,175.00,0.00,175.00
16-0072-001,5/10/2016,F,8/16/2016,Street- Southwest Maint Dist,Operations,Pot Hole,"1,477.92",0.00,"1,179.82"
16-0073-001,3/29/2016,F,12/28/2016,Street- Traffic Ops/Invest/Sign-Stripe,Light Truck,Rear End,"27,895.00","6,182.69",0.00
16-0073-002,3/29/2016,F,3/6/2019,Street- Traffic Ops/Invest/Sign-Stripe,Light Truck,Rear End,"30,796.19","25,000.00",0.00
16-0074-001,4/15/2016,F,8/10/2016,Street- Southeast Maint Dist,Operations,Pot Hole,"1,027.55",0.00,825.00
16-0076-001,2/9/2016,F,7/25/2016,Transit-First Transit-West Facility,Bus 21-75,Rear End,"37,500.00",0.00,0.00
16-0077-001,1/21/2016,F,1/6/2017,Pub Wks- Solid Waste Field Services East,Refuse/Garbage,Struck Fixed Object,350.00,0.00,350.00
